,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,CAD,RASP-ENERGY,RASP-NB-CONTACTS,RASP-NORMALIZED-ENERGY,CLASH,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,DFIRE,rsRNASP,lDDT,TM-score,QS-score
normalized_vfoldpipeline_rp23.pdb,1.137,9.992007221626409e-16,0.935,1.0,0.926,0.921,1.217,18.94,0.96,0.838,1.0,1.0,1.0,0.918,-9788.49,186256.0,-0.053,0.0,0.115,0.399,0.85,-25091.069,-4813.529,0.881,0.724,0.0
normalized_trrosettarna_rp23_2.pdb,2.429,2.5701663020072374e-13,0.465,0.75,0.0,0.529,5.22,35.17,0.858,0.46,0.973,1.0,1.0,0.754,-7645.52,173861.0,-0.044,0.0,0.194,1.719,0.459,-21872.922,-3333.623,0.625,0.5,0.0
normalized_trrosettarna_rp23_1.pdb,2.555,4.2876813211023546e-13,0.462,0.668,0.085,0.612,5.531,35.26,0.824,0.405,0.892,1.0,1.0,0.755,-7898.61,174457.0,-0.045,0.0,0.22,1.74,0.44,-22186.62,-3441.829,0.599,0.461,0.0
normalized_trrosettarna_rp23_3.pdb,2.894,1.6628365351323282e-12,0.512,0.632,0.189,0.594,5.657,38.07,0.831,0.46,0.865,1.0,1.0,0.73,-7070.91,172443.0,-0.041,0.0,0.234,1.671,0.335,-21169.941,-2948.446,0.597,0.481,0.0
normalized_rhofold_rp23.pdb,4.049,1.2937789728439952e-10,0.592,0.935,0.283,0.632,6.837,66.71,0.635,0.297,0.46,0.784,1.0,0.668,-7252.14,168965.0,-0.043,0.0,0.392,1.661,0.352,-20492.581,-3808.723,0.49,0.284,0.0
normalized_3drna_rp23_4.pdb,10.338,0.0023418776347369774,0.458,0.802,0.0,0.49,22.59,42.69,0.365,0.189,0.297,0.432,0.54,0.514,-10632.9,161970.0,-0.066,0.0,1.003,2.127,0.426,-21868.688,-3804.465,0.336,0.22,0.0
normalized_mcsym_rp23_2.pdb,10.389,0.002560531747249406,0.522,0.639,0.0,0.634,19.913,37.55,0.446,0.27,0.432,0.486,0.595,0.525,-18652.1,154986.0,-0.12,0.0,1.066,2.121,0.852,-22921.652,-4735.826,0.009,0.284,0.0
normalized_mcsym_rp23_1.pdb,10.634,0.0038683889012856576,0.507,0.707,0.0,0.596,20.992,41.48,0.453,0.324,0.432,0.486,0.568,0.534,-10752.4,145601.0,-0.074,0.0,1.054,2.079,0.635,-19750.312,-3415.201,0.007,0.288,0.0
normalized_3drna_rp23_1.pdb,11.202,0.009442841404628644,0.549,0.866,,0.593,20.39,33.82,0.405,0.216,0.351,0.486,0.568,0.525,-8573.4,130017.0,-0.066,0.0,1.044,1.891,0.469,-17775.447,-2193.128,0.355,0.263,0.0
normalized_3drna_rp23_5.pdb,11.457,0.0136903819265084,0.492,0.866,0.0,0.527,23.292,41.43,0.405,0.189,0.324,0.46,0.649,0.509,-6749.5,155594.0,-0.043,0.0,1.16,2.042,0.396,-19656.125,-2501.934,0.349,0.225,0.0
normalized_mcsym_rp23_5.pdb,11.483,0.014204128645546432,0.49,0.64,0.0,0.579,23.456,44.35,0.412,0.243,0.351,0.486,0.568,0.514,-11614.1,145599.0,-0.08,0.0,1.167,2.126,0.7,-19935.536,-3708.097,0.002,0.237,0.0
normalized_trrosettarna_rp23_4.pdb,11.591,0.016514347691162723,0.322,,0.0,0.527,36.026,60.25,0.297,0.135,0.216,0.351,0.486,0.705,-2433.03,173170.0,-0.014,0.0,1.32,2.096,0.156,-19172.863,-2950.302,0.521,0.135,0.0
normalized_trrosettarna_rp23_5.pdb,11.614,0.017050774047524697,0.324,0.0,0.0,0.58,35.805,61.9,0.29,0.135,0.216,0.324,0.486,0.695,-2813.99,173690.0,-0.016,0.0,1.298,2.05,0.169,-19078.345,-2727.935,0.504,0.141,0.0
normalized_mcsym_rp23_3.pdb,11.624,0.017276563188244665,0.484,0.746,,0.522,24.038,42.51,0.365,0.162,0.297,0.432,0.568,0.519,-12773.3,149238.0,-0.086,0.0,1.191,2.151,0.723,-20542.388,-3692.385,0.002,0.191,0.0
