,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,CAD,RASP-ENERGY,RASP-NB-CONTACTS,RASP-NORMALIZED-ENERGY,CLASH,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,DFIRE,rsRNASP,lDDT,TM-score,QS-score
normalized_trrosettarna_rp08_3.pdb,2.14,0.0,0.624,0.751,0.144,0.63,3.431,29.06,0.797,0.333,0.854,1.0,1.0,0.839,-35222.2,537688.0,-0.066,0.0,0.188,1.395,1.847,-68507.737,-8210.1,0.692,0.842,0.0
normalized_trrosettarna_rp08_1.pdb,2.177,0.0,0.608,0.794,0.136,0.588,3.579,25.38,0.797,0.344,0.844,1.0,1.0,0.841,-37280.7,538190.0,-0.069,0.0,0.182,1.408,2.093,-70543.678,-9048.548,0.698,0.843,0.0
normalized_trrosettarna_rp08_2.pdb,2.243,0.0,0.642,0.813,0.433,0.597,3.492,28.01,0.792,0.333,0.833,1.0,1.0,0.842,-36674.7,538460.0,-0.068,0.0,0.188,1.213,2.095,-69375.982,-9062.654,0.697,0.838,0.0
normalized_trrosettarna_rp08_4.pdb,2.324,0.0,0.515,0.733,0.136,0.476,4.512,34.38,0.799,0.365,0.833,1.0,1.0,0.827,-32756.5,537529.0,-0.061,0.0,0.198,1.554,1.793,-66645.305,-8366.048,0.664,0.838,0.0
normalized_vfoldpipeline_rp08.pdb,16.759,8.193112854826268e-12,0.607,0.811,0.0,0.57,27.596,27.44,0.227,0.094,0.146,0.281,0.385,0.649,-23907.9,511411.0,-0.047,0.0,1.756,1.644,1.607,-62407.836,-6091.703,0.327,0.284,0.0
normalized_3drna_rp08.pdb,17.689,2.5053442653799607e-10,0.611,0.624,,0.63,28.956,30.98,0.227,0.125,0.156,0.271,0.354,0.684,-31056.9,487696.0,-0.064,0.0,1.836,1.614,2.063,-65895.57,-7519.153,0.432,0.275,0.0
normalized_mcsym_rp08.pdb,18.178,1.3657233122188472e-09,0.612,0.667,0.0,0.616,29.725,32.91,0.203,0.115,0.146,0.208,0.344,0.664,-32606.4,478706.0,-0.068,0.0,1.885,1.674,2.684,-62921.966,-7479.76,0.016,0.182,0.0
normalized_vfold_rp08.pdb,18.418,3.058117592491527e-09,0.567,0.635,0.0,0.604,32.466,,0.195,0.115,0.146,0.208,0.312,0.653,-27842.2,588785.0,-0.047,0.0,1.974,1.779,1.943,-65468.788,-8161.73,0.001,0.189,0.0
normalized_trrosettarna_rp08_5.pdb,20.05,4.624965348476451e-07,0.392,0.177,0.0,0.548,51.084,62.88,0.188,0.073,0.125,0.219,0.333,0.779,-15542.1,536121.0,-0.029,0.0,2.087,1.881,0.5,-55647.803,-6197.418,0.531,0.171,0.0
normalized_rhofold_rp08.pdb,20.099,5.311733716206746e-07,0.411,0.277,0.218,0.502,48.944,54.31,0.169,0.104,0.135,0.167,0.271,0.609,-17796.2,628068.0,-0.028,0.0,2.097,2.134,1.017,-66867.252,-7409.809,0.312,0.219,0.0
normalized_isrna_rp08.pdb,20.771,3.2958899970347844e-06,0.679,0.869,0.0,0.63,30.608,20.12,0.219,0.104,0.156,0.229,0.385,0.705,-44342.7,423557.0,-0.105,0.0,2.18,1.401,2.364,-67058.248,-7386.268,0.327,0.233,0.0
normalized_3drna_rp08_1.pdb,23.195,0.0007892965186283019,0.738,0.774,0.471,0.742,31.432,31.48,0.294,0.146,0.208,0.344,0.479,0.709,-34083.4,440655.0,-0.077,0.0,2.406,1.392,1.73,-62275.393,-8664.997,0.485,0.276,0.0
normalized_rnajp_rp08.pdb,23.859,0.0026285116349684667,0.652,0.677,0.289,0.662,36.615,,0.206,0.115,0.146,0.219,0.344,0.669,-36749.7,460389.0,-0.08,0.0,2.495,1.569,2.859,-64473.235,-7709.442,0.011,0.22,0.0
normalized_eprna_rp08.pdb,25.509,0.030456220478434104,0.019,0.0,0.0,0.044,1376.547,,0.143,0.042,0.073,0.156,0.302,0.49,39680.3,548338.0,0.072,0.0,2.532,2.464,0.2,-4367.288,1383.901,0.0,0.153,0.0
normalized_3drna_rp08_4.pdb,26.078,0.05962116280392171,0.733,0.754,0.408,0.75,35.578,32.85,0.289,0.156,0.219,0.312,0.469,0.712,-36719.1,440077.0,-0.083,0.0,2.694,1.394,1.698,-62978.208,-8102.097,0.455,0.255,0.0
normalized_3drna_rp08_5.pdb,26.523,0.09496193257761376,0.729,0.794,0.471,0.72,36.363,29.78,0.271,0.135,0.198,0.292,0.458,0.724,-36323.3,436531.0,-0.083,0.0,2.74,1.366,1.896,-62656.509,-8339.011,0.485,0.249,0.0
normalized_3drna_rp08_2.pdb,27.587,0.23580151042738184,0.693,0.758,0.408,0.688,39.786,27.49,0.273,0.146,0.208,0.292,0.448,0.72,-35496.3,460935.0,-0.077,0.0,2.849,1.424,1.911,-65087.241,-8543.043,0.481,0.25,0.0
normalized_rnacomposer_rp08.pdb,27.932,0.29865376133462335,0.725,0.869,0.548,0.675,38.523,22.66,0.211,0.125,0.146,0.25,0.323,0.69,-36394.3,496792.0,-0.073,0.0,2.872,1.406,1.936,-68331.573,-9758.67,0.455,0.189,0.0
normalized_3drna_rp08_3.pdb,29.789,0.6927447606391108,0.674,0.758,0.0,0.672,44.187,34.32,0.281,0.135,0.219,0.312,0.458,0.714,-35969.5,415682.0,-0.087,0.0,3.067,1.377,1.824,-61299.397,-7770.455,0.469,0.268,0.0
normalized_ifoldrna_rp08_5.pdb,29.913,0.7164255717283114,0.307,0.183,0.0,0.427,97.593,,0.162,0.062,0.115,0.177,0.292,0.619,-20844.1,376856.0,-0.055,0.0,3.031,2.105,0.851,-44210.121,-2580.023,0.008,0.191,0.0
normalized_ifoldrna_rp08_1.pdb,31.11,0.8920729803907297,0.331,0.204,0.0,0.446,94.05,,0.151,0.062,0.115,0.177,0.25,0.612,-22613.7,385844.0,-0.059,0.0,3.184,2.176,0.883,-45578.009,-2527.743,0.004,0.174,0.0
normalized_ifoldrna_rp08_4.pdb,31.48,0.9254691353534289,0.379,0.245,0.0,0.479,83.041,,0.141,0.062,0.135,0.156,0.208,0.615,-19580.1,345474.0,-0.057,0.0,3.208,2.065,0.837,-41747.937,-2222.77,0.002,0.195,0.0
normalized_ifoldrna_rp08_2.pdb,32.5,0.9777572983859414,0.347,0.102,0.0,0.493,93.54,,0.13,0.062,0.094,0.135,0.229,0.638,-20728.0,372358.0,-0.056,0.0,3.321,2.076,0.854,-43611.719,-1835.196,0.006,0.16,0.0
normalized_ifoldrna_rp08_3.pdb,33.209,0.9918806629726069,0.283,0.133,0.0,0.418,117.15,,0.151,0.083,0.146,0.167,0.208,0.63,-17072.5,366003.0,-0.047,0.0,3.383,2.121,0.813,-40762.378,-1377.977,0.009,0.157,0.0
normalized_simrna_rp08.pdb,86.573,1.0,0.042,,0.0,0.082,2048.697,38.88,0.068,0.042,0.052,0.073,0.104,0.596,-8043.53,124163.0,-0.065,0.0,8.48,1.858,0.072,-15044.307,-122.24,0.0,0.061,0.0
