,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,CAD,RASP-ENERGY,RASP-NB-CONTACTS,RASP-NORMALIZED-ENERGY,CLASH,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,DFIRE,rsRNASP,lDDT,TM-score,QS-score
normalized_trrosettarna_rp25_2.pdb,3.179,0.0,0.643,0.873,0.0,0.643,4.943,31.06,0.688,0.188,0.623,0.942,1.0,0.786,-23040.4,368474.0,-0.063,0.0,0.314,1.452,1.301,-47037.581,-6526.547,0.613,0.66,0.0
normalized_trrosettarna_rp25_1.pdb,3.198,0.0,0.457,0.726,0.0,0.422,7.001,30.82,0.688,0.203,0.638,0.913,1.0,0.789,-22736.0,368669.0,-0.062,0.0,0.301,1.712,1.197,-46770.502,-6490.821,0.6,0.661,0.0
normalized_trrosettarna_rp25_3.pdb,3.253,0.0,0.392,0.582,0.0,0.409,8.304,32.85,0.685,0.188,0.623,0.927,1.0,0.776,-21123.2,368533.0,-0.057,0.0,0.308,1.749,0.914,-44836.942,-6430.624,0.59,0.655,0.0
normalized_vfoldpipeline_rp25.pdb,4.334,0.0,0.783,0.926,0.615,0.759,5.532,,0.696,0.464,0.58,0.768,0.971,0.792,-19655.1,450466.0,-0.044,0.0,0.426,1.406,1.617,-53793.584,-7564.055,0.539,0.644,0.0
normalized_trrosettarna_rp25_5.pdb,11.451,6.964373522322376e-12,0.273,0.154,0.0,0.405,41.959,60.76,0.217,0.072,0.13,0.275,0.391,0.742,-11773.2,367822.0,-0.032,0.0,1.308,1.996,0.371,-39211.935,-5141.387,0.489,0.168,0.0
normalized_trrosettarna_rp25_4.pdb,11.493,8.183342892209566e-12,0.281,0.309,0.087,0.357,40.868,51.32,0.214,0.072,0.13,0.261,0.391,0.754,-10886.3,367420.0,-0.03,0.0,1.309,2.005,0.369,-38402.13,-4924.546,0.494,0.162,0.0
normalized_rhofold_rp25.pdb,12.841,1.0728741228760441e-09,0.412,0.225,0.0,0.554,31.182,57.79,0.225,0.101,0.174,0.246,0.377,0.601,-9737.71,454078.0,-0.021,0.0,1.33,2.352,0.623,-46929.024,-5187.0,0.303,0.238,0.0
normalized_mcsym_rp25.pdb,15.475,3.0449098959439702e-06,0.623,0.926,0.0,0.585,24.821,33.87,0.279,0.203,0.232,0.275,0.406,0.669,-23295.9,340142.0,-0.068,0.0,1.6,1.653,1.578,-42448.871,-5699.619,0.005,0.26,0.0
normalized_eprna_rp25.pdb,16.591,4.7479300085362386e-05,0.032,0.0,0.0,0.055,513.256,,0.134,0.043,0.101,0.13,0.261,0.461,22709.2,301466.0,0.075,0.0,1.667,2.412,0.114,-6012.815,1459.353,0.0,0.125,0.0
normalized_isrna_rp25.pdb,18.002,0.0009065192595053562,0.64,0.926,0.0,0.618,28.131,24.03,0.275,0.188,0.232,0.275,0.406,0.691,-33599.3,289680.0,-0.116,0.0,1.914,1.666,1.459,-45512.558,-5429.866,0.412,0.235,0.0
normalized_3drna_rp25_1.pdb,24.369,0.6619399810080366,0.581,0.781,0.0,0.577,41.957,28.9,0.29,0.188,0.246,0.304,0.42,0.673,-28000.7,311334.0,-0.09,0.0,2.517,1.698,1.426,-45994.914,-5078.578,0.414,0.253,0.0
normalized_3drna_rp25_5.pdb,24.864,0.7557217785831168,0.585,0.823,0.0,0.57,42.498,30.9,0.272,0.159,0.246,0.29,0.391,0.672,-27126.8,309507.0,-0.088,0.0,2.593,1.716,1.371,-44893.114,-5475.112,0.403,0.258,0.0
normalized_vfold_rp25.pdb,25.124,0.7987493862598057,0.614,0.926,0.0,0.584,40.909,,0.257,0.116,0.232,0.319,0.362,0.681,-29149.6,298121.0,-0.098,0.0,2.619,1.621,1.137,-39920.959,-5280.575,0.004,0.228,0.0
normalized_3drna_rp25_2.pdb,25.138,0.8009863879060493,0.573,0.823,0.0,0.548,43.904,32.04,0.279,0.174,0.246,0.29,0.406,0.64,-28914.4,301086.0,-0.096,0.0,2.598,1.735,1.418,-44756.419,-5618.763,0.395,0.234,0.0
normalized_3drna_rp25_4.pdb,25.462,0.8473731719777481,0.568,0.823,0.0,0.545,44.836,31.49,0.275,0.174,0.246,0.275,0.406,0.649,-29825.1,297380.0,-0.1,0.0,2.633,1.733,1.396,-44558.199,-5902.961,0.391,0.238,0.0
normalized_3drna_rp25_3.pdb,25.622,0.8673252922805067,0.585,0.823,0.0,0.559,43.794,32.45,0.283,0.188,0.246,0.304,0.391,0.657,-27426.5,304712.0,-0.09,0.0,2.638,1.757,1.325,-44840.571,-5750.433,0.397,0.246,0.0
normalized_rnacomposer_rp25.pdb,26.26,0.928989295951274,0.718,0.926,,0.704,36.576,23.28,0.268,0.174,0.232,0.304,0.362,0.703,-27249.3,240441.0,-0.113,0.0,2.713,1.477,1.36,-40081.817,-4121.024,0.409,0.224,0.0
normalized_rnajp_rp25.pdb,45.037,1.0,0.475,0.535,0.0,0.54,94.856,,0.214,0.101,0.174,0.261,0.319,0.568,-19536.2,193684.0,-0.101,0.0,4.529,1.865,0.736,-23775.556,-2166.246,0.008,0.191,0.0
normalized_simrna_rp25.pdb,61.11,1.0,0.0,,0.0,,inf,62.16,0.098,0.058,0.072,0.116,0.145,0.558,-4504.11,85510.0,-0.053,0.0,5.941,1.949,0.084,-9809.234,-53.883,0.0,0.072,0.0
